state,year,crashType,bus,heavyRigid,articulated,speedLimit,roadUser,gender,age
Tas,2020,Multiple,Yes,No,No,90,Driver,Male,42
Qld,2020,Multiple,No,No,No,90,Driver,Female,51
Qld,2020,Multiple,No,No,Yes,80,Passenger,Male,52
NSW,2020,Single,No,No,No,100,Driver,Male,27
NT,2020,Single,No,No,No,130,Driver,Male,34
Vic,2020,Single,No,No,No,100,Motorcycle,Male,48
Qld,2020,Multiple,No,No,No,100,Motorcycle,Male,32
Tas,2020,Multiple,No,No,No,60,Motorcycle,Male,28
Qld,2020,Multiple,No,No,No,80,Other,Female,55
NSW,2020,Single,No,No,No,80,Driver,Male,57
Qld,2020,Multiple,No,No,Yes,80,Driver,Male,41
Vic,2020,Multiple,No,No,No,60,Motorcycle,Male,50
Vic,2020,Multiple,No,No,No,100,Other,Male,54
Qld,2020,Multiple,No,No,No,60,Driver,Male,21
Tas,2020,Multiple,No,No,No,80,Driver,Female,50
SA,2020,Single,No,No,No,60,Pedestrian,Female,27
WA,2020,Multiple,No,No,No,110,Driver,Female,32
WA,2020,Single,No,No,No,90,Motorcycle,Male,40
NSW,2020,Multiple,No,No,No,70,Driver,Female,35
Vic,2020,Single,No,No,No,70,Pedestrian,Male,20
Qld,2020,Single,No,No,No,100,Passenger,Female,17
Vic,2020,Single,No,No,No,60,Passenger,Female,85
NSW,2020,Single,No,No,No,90,Driver,Male,33
WA,2020,Multiple,No,No,No,80,Passenger,Female,58
Qld,2020,Single,No,No,No,110,Driver,Male,50
NSW,2020,Multiple,No,No,No,80,Driver,Male,43
Tas,2020,Multiple,Yes,No,No,90,Passenger,Female,2
NSW,2020,Single,No,No,No,100,Pedestrian,Male,31
WA,2020,Single,No,No,No,110,Driver,Male,42
WA,2020,Multiple,No,Yes,Yes,100,Driver,Male,75
SA,2020,Single,No,No,No,60,Driver,Male,27
NSW,2020,Single,No,No,No,100,Motorcycle,Male,78
Vic,2020,Single,No,No,No,110,Driver,Male,28
NSW,2020,Multiple,No,No,No,100,Driver,Male,50
Qld,2020,Multiple,No,No,No,60,Motorcycle,Male,49
Qld,2020,Single,No,No,No,80,Driver,Female,48
Tas,2020,Multiple,No,No,No,100,Passenger,Female,81
SA,2020,Multiple,No,Yes,No,100,Passenger,Female,84
NSW,2020,Multiple,No,No,Yes,100,Driver,Male,65
WA,2020,Single,No,No,No,110,Motorcycle,Male,51
Tas,2020,Multiple,No,No,No,100,Driver,Male,82
Qld,2020,Single,No,No,No,50,Pedestrian,Female,1
Qld,2020,Single,No,No,No,80,Passenger,Male,9
SA,2020,Multiple,No,Yes,No,100,Driver,Female,70
NSW,2020,Single,No,No,No,100,Driver,Male,52
Qld,2020,Single,No,No,No,100,Motorcycle,Male,49
Qld,2020,Single,No,No,No,100,Motorcycle,Male,71
Qld,2020,Single,No,No,No,100,Passenger,Female,49
Vic,2020,Single,No,No,No,60,Driver,Male,27
NSW,2020,Multiple,No,No,No,70,Driver,Male,26
NSW,2020,Single,No,No,No,100,Passenger,Male,51
NSW,2020,Multiple,No,No,No,50,Passenger,Male,80
NSW,2020,Multiple,No,No,No,50,Driver,Female,77
WA,2020,Single,No,No,No,110,Passenger,Female,32
NSW,2020,Multiple,No,No,No,50,Other,Male,87
WA,2020,Multiple,No,Yes,No,90,Driver,Male,26
Qld,2020,Multiple,No,No,No,70,Other,Male,14
Vic,2020,Single,No,No,No,100,Driver,Male,31
NSW,2020,Single,No,No,No,60,Driver,Female,26
Qld,2020,Single,No,No,No,80,Pedestrian,Male,39
WA,2020,Multiple,No,No,No,100,Driver,Female,84
Qld,2020,Single,No,No,No,110,Pedestrian,Male,48
Qld,2020,Single,No,No,No,60,Pedestrian,Male,35
Vic,2020,Single,No,No,No,50,Pedestrian,Female,1
SA,2020,Single,No,No,No,50,Motorcycle,Male,24
Vic,2020,Single,No,No,No,60,Pedestrian,Male,61
Vic,2020,Single,No,No,No,60,Pedestrian,Female,83
Vic,2020,Multiple,No,No,No,100,Other,Female,41
NSW,2020,Multiple,No,No,No,60,Pedestrian,Male,60
NSW,2020,Single,Yes,No,No,100,Driver,Female,69
NSW,2020,Single,No,No,No,50,Pedestrian,Female,77
Qld,2020,Multiple,No,Yes,No,80,Driver,Female,72
Qld,2020,Single,No,No,No,100,Passenger,Female,87
NSW,2020,Single,No,No,No,80,Driver,Female,17
NT,2020,Single,No,No,No,100,Other,Male,68
Qld,2020,Single,No,No,No,100,Driver,Male,40
WA,2020,Single,No,No,No,100,Passenger,Male,63
Qld,2020,Single,No,No,No,80,Motorcycle,Male,62
WA,2020,Single,No,No,No,90,Driver,Male,76
Qld,2020,Multiple,No,No,No,80,Passenger,Male,20
NSW,2020,Single,Yes,No,No,40,Pedestrian,Female,14
NSW,2020,Single,No,No,No,100,Driver,Male,72
NSW,2020,Multiple,No,Yes,No,100,Driver,Male,35
Qld,2020,Multiple,No,No,No,100,Driver,Female,58
Qld,2020,Multiple,No,No,No,80,Passenger,Female,20
NSW,2020,Single,No,No,No,40,Pedestrian,Male,79
NSW,2020,Single,No,Yes,No,100,Driver,Male,54
ACT,2020,Multiple,No,No,No,70,Passenger,Female,71
Qld,2020,Single,No,No,No,100,Driver,Male,18
Qld,2020,Multiple,Yes,No,No,60,Pedestrian,Male,38
NT,2020,Single,No,No,No,130,Passenger,Female,21
WA,2020,Single,No,No,No,110,Driver,Male,44
SA,2020,Single,No,No,No,80,Driver,Male,88
NSW,2020,Multiple,No,Yes,No,100,Driver,Male,90
NSW,2020,Single,No,No,No,100,Driver,Female,24
NSW,2020,Single,No,No,Yes,100,Pedestrian,Male,36
NSW,2020,Multiple,No,No,No,80,Driver,Male,21
SA,2020,Multiple,No,No,No,90,Driver,Female,31
Qld,2020,Single,No,No,No,50,Driver,Male,83
Tas,2020,Multiple,No,Yes,No,70,Driver,Female,41
WA,2020,Multiple,No,Yes,No,50,Other,Male,8
Qld,2020,Multiple,No,No,Yes,110,Driver,Male,18
Qld,2020,Multiple,No,Yes,No,80,Driver,Female,69
NSW,2020,Multiple,No,No,No,60,Motorcycle,Female,41
SA,2020,Single,No,No,No,100,Passenger,Male,19
Tas,2020,Multiple,No,No,No,40,Motorcycle,Male,60
SA,2020,Multiple,No,Yes,No,60,Motorcycle,Male,18
Qld,2020,Multiple,No,No,No,80,Passenger,Female,21
NSW,2020,Single,No,No,Yes,100,Driver,Male,72
Vic,2020,Single,No,No,No,100,Driver,Male,30
NSW,2020,Single,No,No,No,60,Driver,Male,47
SA,2020,Multiple,No,No,No,110,Driver,Male,60
SA,2020,Multiple,No,No,No,110,Driver,Male,47
Vic,2020,Single,No,No,No,50,Other,Male,81
NSW,2020,Single,No,No,No,100,Motorcycle,Male,59
NSW,2020,Multiple,No,No,No,100,Driver,Male,28
NT,2020,Single,No,No,No,80,Driver,Female,48
WA,2020,Single,No,No,No,110,Driver,Male,30
NSW,2020,Multiple,No,Yes,Yes,110,Pedestrian,Female,8
Qld,2020,Multiple,No,No,No,60,Driver,Male,36
NSW,2020,Single,No,No,No,70,Driver,Male,78
Qld,2020,Multiple,No,No,No,100,Driver,Female,51
Qld,2020,Single,No,No,No,60,Pedestrian,Male,63
Qld,2020,Single,No,No,No,80,Driver,Male,29
Vic,2020,Single,No,No,No,100,Driver,Male,66
Vic,2020,Multiple,No,No,No,100,Driver,Male,49
Vic,2020,Multiple,No,No,No,100,Pedestrian,Male,31
NSW,2020,Single,No,No,No,100,Motorcycle,Male,40
Qld,2020,Multiple,No,No,No,50,Other,Male,42
SA,2020,Single,No,No,No,100,Driver,Male,87
Qld,2020,Single,No,No,No,50,Driver,Female,74
WA,2020,Multiple,No,No,No,100,Pedestrian,Female,27
WA,2020,Multiple,No,No,No,100,Driver,Female,21
Vic,2020,Multiple,No,Yes,No,80,Motorcycle,Male,33
Qld,2020,Single,No,No,No,60,Pedestrian,Female,33
SA,2020,Multiple,No,Yes,No,110,Passenger,Female,2
NSW,2020,Single,No,No,No,70,Driver,Male,30
Vic,2020,Single,No,No,No,100,Motorcycle,Male,60
Tas,2020,Multiple,No,No,No,110,Driver,Female,28
Qld,2020,Single,No,No,No,60,Driver,Male,59
NSW,2020,Single,No,No,No,50,Passenger,Male,17
WA,2020,Single,No,No,No,110,Passenger,Female,25
Qld,2020,Multiple,No,No,No,80,Driver,Female,22
Vic,2020,Multiple,No,No,No,60,Motorcycle,Male,52
NSW,2020,Single,No,No,No,60,Driver,Male,33
Vic,2020,Single,No,No,No,60,Motorcycle,Male,24
Vic,2020,Single,No,No,No,60,Driver,Male,33
Qld,2020,Single,No,No,Yes,100,Driver,Male,38
SA,2020,Single,No,No,No,90,Driver,Male,21
Vic,2020,Single,No,No,No,100,Driver,Male,27
WA,2020,Multiple,No,No,No,100,Driver,Female,26
Vic,2020,Single,No,No,No,100,Passenger,Male,36
NT,2020,Single,No,No,No,130,Passenger,Female,38
WA,2020,Multiple,No,No,Yes,70,Driver,Male,66
NSW,2020,Single,No,No,No,100,Passenger,Male,14
Qld,2020,Single,No,No,No,100,Driver,Male,32
Qld,2020,Single,No,No,No,100,Passenger,Male,16
SA,2020,Multiple,No,No,Yes,110,Driver,Male,42
Qld,2020,Single,No,No,No,100,Motorcycle,Male,63
NSW,2020,Single,No,No,No,100,Passenger,Male,25
Qld,2020,Single,No,No,No,80,Motorcycle,Male,21
Vic,2020,Single,No,No,No,100,Passenger,Male,17
Vic,2020,Single,No,No,No,100,Driver,Male,18
NSW,2020,Single,No,No,No,100,Driver,Male,45
WA,2020,Single,No,No,No,70,Driver,Male,22
WA,2020,Single,No,No,No,110,Motorcycle,Male,66
Qld,2020,Single,No,No,No,100,Driver,Male,27
WA,2020,Multiple,No,Yes,No,110,Passenger,Male,7
Qld,2020,Single,No,No,No,80,Motorcycle,Male,57
SA,2020,Multiple,No,No,No,60,Motorcycle,Male,31
WA,2020,Single,No,No,No,110,Driver,Male,29
Qld,2020,Single,No,No,No,70,Passenger,Female,14
NSW,2020,Multiple,No,No,Yes,100,Motorcycle,Male,13
Qld,2020,Single,No,No,No,70,Passenger,Female,14
NSW,2020,Multiple,No,No,No,80,Driver,Female,80
WA,2020,Single,No,No,No,60,Motorcycle,Male,35
Qld,2020,Single,No,No,No,80,Motorcycle,Female,29
Qld,2020,Single,No,No,No,70,Driver,Male,24
Qld,2020,Single,No,No,No,100,Driver,Male,34
Qld,2020,Single,No,No,No,70,Passenger,Male,13
NSW,2020,Multiple,No,No,No,80,Motorcycle,Male,28
Qld,2020,Single,No,No,No,70,Passenger,Female,21
Vic,2020,Multiple,No,No,No,80,Passenger,Female,28
Qld,2020,Multiple,No,No,Yes,100,Driver,Male,21
Vic,2020,Multiple,No,No,No,60,Motorcycle,Male,32
Qld,2020,Multiple,No,No,Yes,100,Passenger,Female,17
Qld,2020,Multiple,No,No,No,80,Motorcycle,Male,37
WA,2020,Single,No,No,No,70,Driver,Male,18
Vic,2020,Single,No,Yes,No,80,Driver,Male,52
NSW,2020,Single,No,No,No,80,Driver,Male,28
Vic,2020,Multiple,No,No,No,100,Passenger,Female,81
WA,2020,Multiple,No,No,No,60,Pedestrian,Male,27
Vic,2020,Multiple,No,No,No,100,Driver,Male,81
NT,2020,Single,No,No,No,110,Driver,Male,24
NSW,2020,Single,No,No,No,50,Driver,Male,34
WA,2020,Single,No,No,No,110,Driver,Male,19
NSW,2020,Single,No,No,No,60,Pedestrian,Male,72
NSW,2020,Multiple,No,No,No,80,Other,Male,45
Qld,2020,Multiple,No,No,No,80,Driver,Male,37
NT,2020,Multiple,No,No,No,100,Other,Male,34
NSW,2020,Single,No,No,No,60,Passenger,Female,23
Qld,2020,Multiple,No,Yes,No,60,Other,Female,50
Vic,2020,Multiple,No,No,Yes,100,Driver,Female,30
WA,2020,Single,No,No,No,100,Driver,Male,18
Qld,2020,Single,No,No,No,70,Passenger,Male,19
Vic,2020,Multiple,No,No,No,100,Passenger,Male,77
WA,2020,Single,No,No,No,60,Driver,Male,25
SA,2020,Single,No,No,No,50,Motorcycle,Male,19
Vic,2020,Multiple,No,No,No,100,Passenger,Female,55
NSW,2020,Single,No,No,No,100,Motorcycle,Male,56
NT,2020,Single,No,No,No,100,Passenger,Male,8
NSW,2020,Multiple,No,No,No,80,Driver,Female,17
Qld,2020,Single,No,No,No,100,Driver,Female,23
WA,2020,Multiple,No,Yes,No,110,Passenger,Female,10
Qld,2020,Single,No,No,No,70,Passenger,Female,17
WA,2020,Multiple,No,No,No,100,Driver,Female,80
Qld,2020,Multiple,No,No,No,70,Motorcycle,Male,25
WA,2020,Multiple,No,No,No,50,Pedestrian,Female,29
Vic,2020,Single,No,No,No,100,Motorcycle,Male,30
WA,2020,Single,No,No,No,110,Motorcycle,Male,65
Qld,2020,Single,No,No,No,60,Driver,Male,26
Qld,2020,Single,No,No,No,50,Pedestrian,Female,59
Vic,2020,Multiple,No,No,No,100,Driver,Male,64
NSW,2020,Single,No,No,No,70,Pedestrian,Male,62
NSW,2020,Single,No,No,No,60,Pedestrian,Male,65
Vic,2020,Single,No,No,No,40,Pedestrian,Male,51
NSW,2020,Single,No,No,No,100,Driver,Male,46
Vic,2020,Single,No,No,No,100,Motorcycle,Male,60
NSW,2020,Single,No,No,No,40,Driver,Female,77
NSW,2020,Multiple,No,No,No,80,Driver,Female,68
Qld,2020,Multiple,No,No,No,80,Driver,Female,74
Qld,2020,Multiple,No,No,No,80,Driver,Male,54
Qld,2020,Single,No,No,No,50,Pedestrian,Male,79
Qld,2020,Single,No,No,No,70,Pedestrian,Male,73
NSW,2020,Multiple,No,No,Yes,80,Driver,Male,36
NSW,2020,Single,No,No,No,110,Pedestrian,Male,45
NSW,2020,Multiple,No,No,No,60,Motorcycle,Male,87
Qld,2020,Single,No,No,No,50,Pedestrian,Male,92
Qld,2020,Single,No,No,No,60,Pedestrian,Male,93
Vic,2020,Single,No,No,No,60,Driver,Male,91
Vic,2020,Single,No,No,No,60,Driver,Male,77
WA,2020,Multiple,No,No,No,110,Other,Male,16
NSW,2020,Single,No,No,No,100,Driver,Male,80
NSW,2020,Multiple,No,No,No,50,Driver,Male,101
Vic,2020,Single,No,No,No,50,Pedestrian,Male,44
NSW,2020,Single,No,No,Yes,100,Driver,Male,70
Vic,2020,Multiple,No,No,No,60,Motorcycle,Male,23
NSW,2020,Multiple,No,No,Yes,60,Driver,Female,29
NSW,2020,Single,No,No,Yes,80,Pedestrian,Male,33
Qld,2020,Multiple,No,No,No,60,Motorcycle,Male,26
Qld,2020,Single,No,No,No,50,Passenger,Male,60
WA,2020,Multiple,No,No,No,80,Passenger,Female,27
Qld,2020,Multiple,No,No,Yes,80,Motorcycle,Male,74
Qld,2020,Single,No,No,No,100,Motorcycle,Male,26
Vic,2020,Single,No,No,No,50,Pedestrian,Female,58
Qld,2020,Single,No,No,Yes,100,Driver,Male,58
Tas,2020,Single,No,No,Yes,100,Driver,Male,42
Qld,2020,Single,No,No,No,80,Passenger,Male,42
WA,2020,Multiple,No,No,No,80,Passenger,Female,21
NSW,2020,Multiple,No,Yes,No,70,Passenger,Female,60
SA,2020,Multiple,No,No,No,80,Passenger,Male,17
Qld,2020,Multiple,No,Yes,No,50,Pedestrian,Male,30
Vic,2020,Single,No,No,No,100,Driver,Male,21
NSW,2020,Single,No,No,Yes,80,Pedestrian,Male,44
Qld,2020,Single,No,No,No,50,Motorcycle,Female,22
NSW,2020,Single,No,No,No,50,Pedestrian,Male,87
NSW,2020,Single,No,No,No,110,Driver,Female,28
Qld,2020,Multiple,No,No,Yes,100,Driver,Female,44
SA,2020,Multiple,No,No,No,100,Driver,Male,28
WA,2020,Multiple,No,No,No,110,Driver,Male,22
SA,2020,Multiple,No,No,No,100,Passenger,Male,31
Vic,2020,Single,No,No,No,80,Pedestrian,Male,48
NSW,2020,Single,No,No,No,100,Driver,Male,27
Qld,2020,Single,No,No,No,60,Pedestrian,Male,62
NSW,2020,Multiple,No,No,No,110,Driver,Male,25
Qld,2020,Single,No,No,No,100,Motorcycle,Female,76
NT,2020,Single,No,No,No,60,Motorcycle,Male,47
Vic,2020,Single,No,No,No,50,Other,Male,78
SA,2020,Multiple,No,No,No,80,Motorcycle,Male,19
Vic,2020,Single,No,No,No,100,Driver,Male,89
Qld,2020,Single,No,No,No,80,Motorcycle,Male,29
Vic,2020,Single,No,No,No,100,Pedestrian,Male,40
SA,2020,Single,No,No,No,40,Driver,Male,28
Tas,2020,Single,No,No,No,50,Pedestrian,Female,62
WA,2020,Multiple,No,No,No,80,Driver,Female,27
Vic,2020,Single,No,No,No,100,Passenger,Female,82
Vic,2020,Single,No,No,No,100,Driver,Male,43
WA,2020,Multiple,No,No,No,70,Motorcycle,Male,54
Qld,2020,Single,No,No,No,100,Passenger,Male,40
WA,2020,Multiple,No,No,No,80,Motorcycle,Female,47
Vic,2020,Multiple,No,No,No,60,Other,Female,60
WA,2020,Single,No,No,No,50,Motorcycle,Male,36
NSW,2020,Multiple,No,Yes,No,100,Driver,Male,31
WA,2020,Single,No,No,No,110,Motorcycle,Male,31
NSW,2020,Multiple,No,No,No,50,Motorcycle,Male,24
WA,2020,Multiple,No,No,No,70,Driver,Male,88
NSW,2020,Multiple,No,No,No,50,Motorcycle,Female,17
NSW,2020,Single,No,No,No,50,Driver,Male,45
SA,2020,Single,No,No,No,80,Passenger,Male,24
NSW,2020,Multiple,No,No,No,80,Passenger,Female,23
NSW,2020,Multiple,No,No,No,80,Driver,Male,23
SA,2020,Multiple,No,No,No,100,Motorcycle,Male,16
Qld,2020,Multiple,No,No,No,100,Driver,Female,21
WA,2020,Multiple,No,No,No,110,Driver,Male,40
Qld,2020,Single,No,No,No,100,Motorcycle,Male,36
Qld,2020,Multiple,No,No,Yes,80,Driver,Female,78
WA,2020,Multiple,No,No,No,60,Other,Male,54
NSW,2020,Single,No,No,No,100,Passenger,Female,37
WA,2020,Single,No,No,No,110,Driver,Male,43
Vic,2020,Single,No,No,No,80,Driver,Male,56
NSW,2020,Multiple,No,No,Yes,60,Passenger,Female,10
NSW,2020,Multiple,No,No,No,60,Motorcycle,Male,29
NSW,2020,Single,No,No,No,50,Other,Male,46
Vic,2020,Multiple,No,No,No,70,Driver,Male,31
Qld,2020,Multiple,No,Yes,No,70,Other,Male,45
Qld,2020,Single,No,No,No,100,Driver,Male,35
Vic,2020,Single,No,No,No,100,Driver,Male,34
NSW,2020,Multiple,No,No,No,50,Driver,Male,31
WA,2020,Single,No,No,No,110,Driver,Male,61
Qld,2020,Single,No,No,No,80,Driver,Female,26
Qld,2020,Multiple,No,No,No,60,Driver,Female,64
Vic,2020,Multiple,No,No,No,60,Motorcycle,Male,42
Vic,2020,Single,No,No,No,100,Driver,Male,36
Qld,2020,Single,No,No,No,100,Passenger,Male,35
Qld,2020,Single,No,No,No,100,Passenger,Male,36
Qld,2020,Multiple,No,No,No,60,Motorcycle,Male,35
NSW,2020,Single,No,No,No,100,Passenger,Male,39
Vic,2020,Single,No,No,No,100,Driver,Male,22
WA,2020,Single,No,No,No,110,Driver,Male,35
Vic,2020,Multiple,No,No,No,80,Driver,Male,27
ACT,2020,Multiple,No,No,No,80,Driver,Male,18
Qld,2020,Multiple,No,No,Yes,100,Driver,Male,23
NSW,2020,Single,No,No,No,60,Passenger,Male,19
WA,2020,Single,No,No,No,100,Driver,Male,28
NSW,2020,Multiple,No,No,Yes,80,Driver,Male,35
Qld,2020,Single,No,No,No,70,Driver,Male,43
ACT,2020,Multiple,No,No,No,80,Passenger,Male,28
SA,2020,Single,No,No,No,100,Passenger,Female,65
Qld,2020,Single,No,No,No,80,Driver,Male,40
Qld,2020,Multiple,No,No,Yes,100,Driver,Female,49
NSW,2020,Multiple,No,No,Yes,70,Driver,Male,35
NSW,2020,Multiple,No,Yes,No,80,Driver,Female,48
NSW,2020,Multiple,No,No,No,80,Motorcycle,Male,28
Qld,2020,Multiple,No,No,Yes,100,Passenger,Male,40
Qld,2020,Single,No,No,No,50,Motorcycle,Male,49
Qld,2020,Single,No,No,No,100,Passenger,Male,42
Qld,2020,Single,No,No,No,70,Driver,Male,33
Qld,2020,Multiple,No,No,No,60,Motorcycle,Male,50
WA,2020,Single,No,No,No,110,Driver,Male,23
NSW,2020,Single,No,No,No,100,Driver,Male,35
NT,2020,Single,No,No,No,100,Driver,Female,33
NSW,2020,Multiple,No,No,No,100,Motorcycle,Female,43
Qld,2020,Multiple,No,No,No,60,Other,Male,56
NSW,2020,Multiple,No,No,No,50,Other,Female,72
SA,2020,Single,No,No,No,80,Driver,Male,25
WA,2020,Multiple,No,No,No,80,Motorcycle,Male,51
NSW,2020,Single,No,No,No,80,Passenger,Male,22
NSW,2020,Multiple,No,No,No,80,Motorcycle,Male,61
NSW,2020,Single,No,No,No,80,Driver,Male,19
WA,2020,Single,No,No,No,50,Motorcycle,Male,47
Vic,2020,Multiple,No,No,Yes,100,Driver,Male,29
SA,2020,Multiple,No,No,No,60,Driver,Female,53
Vic,2020,Multiple,No,Yes,No,50,Other,Male,45
Vic,2020,Multiple,No,No,Yes,110,Driver,Female,35
Qld,2020,Single,No,No,No,60,Pedestrian,Male,90
Vic,2020,Multiple,No,No,Yes,110,Driver,Male,28
NSW,2020,Single,No,No,No,50,Pedestrian,Female,63
NSW,2020,Multiple,No,No,Yes,90,Motorcycle,Male,55
Qld,2020,Multiple,No,No,No,80,Other,Male,69
Qld,2020,Single,No,No,No,60,Motorcycle,Male,58
NSW,2020,Multiple,No,No,No,50,Pedestrian,Male,62
NSW,2020,Multiple,No,No,No,60,Driver,Female,58
WA,2020,Single,No,No,No,110,Driver,Female,17
WA,2020,Single,No,No,No,110,Driver,Female,27
WA,2020,Multiple,No,No,No,60,Driver,Female,83
SA,2020,Multiple,No,No,No,60,Passenger,Female,55
NSW,2020,Single,No,No,No,60,Pedestrian,Male,79
NSW,2020,Multiple,No,No,Yes,60,Motorcycle,Male,53
WA,2020,Multiple,No,No,No,60,Passenger,Male,86
Vic,2020,Single,No,No,No,100,Driver,Female,35
NSW,2020,Multiple,No,No,No,50,Pedestrian,Female,34
Qld,2020,Single,No,No,No,50,Motorcycle,Male,26
NSW,2020,Single,No,No,No,100,Driver,Male,43
WA,2020,Multiple,No,No,No,80,Driver,Female,88
Vic,2020,Single,No,No,No,80,Driver,Male,27
Qld,2020,Multiple,No,No,No,50,Motorcycle,Male,48
SA,2020,Multiple,No,No,Yes,60,Driver,Male,62
SA,2020,Multiple,No,No,No,80,Driver,Male,80
NSW,2020,Multiple,No,Yes,No,60,Other,Male,30
Vic,2020,Multiple,No,No,No,100,Driver,Female,85
Vic,2020,Single,No,No,No,100,Driver,Male,42
Qld,2020,Single,No,No,No,100,Driver,Male,72
Vic,2020,Multiple,No,No,No,100,Driver,Male,38
Qld,2020,Multiple,No,No,No,100,Driver,Male,30
NSW,2020,Single,No,No,No,100,Driver,Male,60
SA,2020,Single,No,No,No,100,Pedestrian,Female,42
Vic,2020,Multiple,No,No,No,60,Passenger,Female,81
Qld,2020,Single,No,No,No,50,Pedestrian,Male,58
NSW,2020,Single,No,No,No,60,Pedestrian,Male,38
Vic,2020,Multiple,No,Yes,No,80,Driver,Male,57
Qld,2020,Single,No,No,No,60,Driver,Male,84
Vic,2020,Single,No,No,No,40,Pedestrian,Male,75
NSW,2020,Single,No,No,No,100,Driver,Male,72
NSW,2020,Multiple,No,No,No,80,Other,Male,47
Tas,2020,Multiple,No,No,Yes,100,Driver,Male,54
NSW,2020,Multiple,No,No,No,100,Driver,Male,76
SA,2020,Multiple,No,No,No,50,Motorcycle,Male,30
NSW,2020,Single,No,No,No,60,Driver,Male,74
WA,2020,Multiple,No,No,No,110,Driver,Male,70
NSW,2020,Single,No,No,No,70,Pedestrian,Male,84
Vic,2020,Multiple,No,No,Yes,60,Other,Female,22
NSW,2020,Single,No,Yes,No,50,Pedestrian,Female,61
Tas,2020,Single,No,No,No,100,Motorcycle,Female,19
Vic,2020,Multiple,No,No,No,70,Other,Male,68
Vic,2020,Multiple,No,No,No,80,Other,Male,14
Vic,2020,Single,No,No,No,40,Pedestrian,Female,1
Vic,2020,Multiple,No,No,No,60,Motorcycle,Male,21
NSW,2020,Single,No,No,No,100,Driver,Male,49
Vic,2020,Multiple,No,Yes,No,100,Driver,Female,31
NT,2020,Single,No,No,No,130,Passenger,Male,19
Vic,2020,Multiple,No,No,Yes,80,Driver,Male,77
Qld,2020,Single,No,No,No,50,Pedestrian,Female,15
Vic,2020,Multiple,No,No,No,80,Other,Male,31
SA,2020,Multiple,No,No,No,100,Driver,Female,47
WA,2020,Single,No,No,No,110,Driver,Male,26
Vic,2020,Single,No,No,No,70,Driver,Male,27
Vic,2020,Multiple,No,No,No,100,Motorcycle,Male,46
Vic,2020,Single,No,No,No,40,Motorcycle,Male,46
SA,2020,Single,No,No,No,110,Driver,Male,92
NSW,2020,Single,No,No,No,80,Motorcycle,Male,56
NSW,2020,Multiple,No,No,No,60,Driver,Female,22
SA,2020,Single,No,No,No,110,Driver,Male,40
Qld,2020,Multiple,No,No,Yes,100,Driver,Male,29
Qld,2020,Multiple,No,No,No,60,Passenger,Female,93
NSW,2020,Single,No,No,No,100,Motorcycle,Male,42
Qld,2020,Multiple,No,No,No,100,Driver,Female,75
Vic,2020,Single,No,No,No,50,Motorcycle,Male,60
Qld,2020,Multiple,No,No,No,60,Driver,Male,44
Qld,2020,Single,No,No,No,80,Driver,Female,57
Qld,2020,Multiple,No,No,No,100,Motorcycle,Male,74
SA,2020,Single,No,No,No,100,Driver,Male,68
Qld,2020,Single,No,No,No,70,Motorcycle,Male,61
Vic,2020,Multiple,No,No,No,60,Motorcycle,Male,32
Vic,2020,Single,No,No,No,60,Motorcycle,Female,44
Qld,2020,Single,No,No,No,50,Pedestrian,Female,94
Qld,2020,Multiple,No,No,No,60,Motorcycle,Male,54
Vic,2020,Single,No,No,No,50,Pedestrian,Female,79
Qld,2020,Multiple,No,No,No,60,Passenger,Male,64
Qld,2020,Single,No,No,No,60,Driver,Male,71
SA,2020,Single,No,No,No,110,Driver,Male,55
Vic,2020,Single,No,No,No,50,Pedestrian,Male,48
Vic,2020,Multiple,No,No,No,60,Driver,Male,79
Qld,2020,Multiple,No,No,No,80,Driver,Male,87
Vic,2020,Single,No,No,No,100,Driver,Female,79
Qld,2020,Single,No,No,No,60,Pedestrian,Female,65
NSW,2020,Single,No,No,No,100,Driver,Female,18
Vic,2020,Multiple,No,No,No,100,Driver,Female,66
NSW,2020,Multiple,No,No,No,100,Driver,Female,26
NSW,2020,Multiple,No,Yes,No,50,Driver,Male,70
Vic,2020,Multiple,No,No,No,80,Motorcycle,Male,54
Qld,2020,Multiple,No,No,No,100,Passenger,Male,70
NSW,2020,Single,No,No,Yes,110,Driver,Male,22
WA,2020,Single,No,No,No,110,Driver,Female,32
Qld,2020,Single,No,No,No,100,Driver,Male,19
SA,2020,Single,No,No,No,100,Driver,Male,20
Tas,2020,Multiple,No,No,No,100,Driver,Male,24
Vic,2020,Multiple,No,No,No,80,Motorcycle,Male,27
Qld,2020,Single,No,No,No,100,Driver,Male,81
Vic,2020,Single,No,No,No,60,Driver,Male,18
WA,2020,Single,No,No,No,60,Passenger,Female,79
SA,2020,Multiple,No,No,No,100,Passenger,Male,1
Vic,2020,Single,No,No,No,100,Driver,Male,21
Qld,2020,Single,No,No,No,80,Driver,Male,24
Vic,2020,Multiple,No,Yes,No,60,Other,Male,32
SA,2020,Multiple,No,No,No,90,Passenger,Female,23
NSW,2020,Multiple,No,No,No,90,Driver,Male,75
Qld,2020,Single,No,No,No,50,Driver,Male,31
NSW,2020,Multiple,No,No,Yes,70,Driver,Female,46
SA,2020,Single,No,No,No,100,Driver,Male,23
NSW,2020,Single,No,No,No,100,Passenger,Male,49
WA,2020,Single,No,No,No,80,Passenger,Male,53
